Row Labels,Sum of inst_num,Sum of time,Sum of plan_cpu,Average of plan_cpu,Sum of plan_mem,Average of plan_mem
task_MTc5ODc1ODM2Mjc5MjM5OTg1,1,54,400,400,1.72,1.72
task_MTc5ODc1ODM2Mjc5MjM5OTg2,1,55,400,400,1.72,1.72
task_MTc5ODc1ODM2Mjc5MjM5OTg3,1,55,400,400,1.72,1.72
task_MTc5ODc1ODM2Mjc5MjM5OTg4,1,51,400,400,1.72,1.72
task_MTc5ODc1ODM2Mjc5MjM5OTg5,1,51,400,400,1.72,1.72
task_MTc5ODc1ODM2Mjc5MjM5OTkx,1,52,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgwMjM5OTg3,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgwMjM5OTg5,1,51,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgwMjM5OTk3,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgwMjM5OTkw,1,52,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTg0,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTg1,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTg2,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTg3,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTg4,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTg5,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTk4,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTk5,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTkw,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgxMjM5OTkx,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTM4,1,43,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTM5,1,42,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTQ0,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTQ1,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTQ2,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTQ3,1,49,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTUw,1,48,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgyMjM5OTUx,1,42,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgzMjM5OTQ0,1,32,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgzMjM5OTQ1,1,33,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgzMjM5OTQ4,1,43,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgzMjM5OTQ5,1,42,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgzMjM5OTUw,1,43,400,400,1.72,1.72
task_MTc5ODc1ODM2MjgzMjM5OTUx,1,43,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Mjk4NzcyMA==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Mjk4NzcyMg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Mjk4NzcyMQ==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Mjk4NzcyMw==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Mjk4NzcyNA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcxOA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcxOQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyMA==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyMg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyMQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyMw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyNA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyNg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyNQ==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NDk4NzcyNw==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxMg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxMw==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxNA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxNg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxNQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxNw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxOA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcxOQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcyNA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Njk4NzcyNQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxMg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxMw==,1,45,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxNA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxNg==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxNQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxNw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxOA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcxOQ==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcyMA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5NTk4NzcyMQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxMg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxMw==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxNA==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxNg==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxNQ==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxNw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxOA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcxOQ==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcyNg==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5Nzk4NzcyNw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4Nzc0MA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4Nzc0Mg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4Nzc0MQ==,1,46,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4Nzc0Mw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4NzczMg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4NzczMw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4NzczNg==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4NzczNw==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4NzczOA==,1,47,400,400,1.72,1.72
task_MTE2NDQxNzA4OTM5OTk4NzczOQ==,1,47,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI4Mg==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI4Mw==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI4OA==,1,99,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI4OQ==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI5MA==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI5Mg==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI5Mw==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI5NA==,1,100,400,400,1.72,1.72
task_MTgwMjQ5NjM0NjY2NzgxMzI5NQ==,1,97,400,400,1.72,1.72
task_MTI1MjU0OTIzNDEzNzE4ODcxMA==,1,59,300,300,1.72,1.72
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,87530,360200,80040,30,133.4,0.05
task_MTQwNTE0MDc4NTMyMTQxMTEyMA==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyMg==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyMw==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyNA==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyNg==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyNQ==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyNw==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyOA==,1,47,400,400,1.72,1.72
task_MTQwNTE0MDc4NTMyMTQxMTEyOQ==,1,47,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU0NA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU0Ng==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU0NQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU0Nw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU0OA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU0OQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU1MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU1MQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU1NA==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2Njk4MDU1NQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU0NA==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU0Ng==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU0NQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU0Nw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU0OA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU0OQ==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU1MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU1Mg==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU1MQ==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2NTk4MDU1Mw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2ODk4MDU2OA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2ODk4MDU2OQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2ODk4MDU3MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2ODk4MDU3MQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2ODk4MDU3Mw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU2NA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU2NQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU2OA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU2OQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU3MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU3Mg==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU3MQ==,1,65,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU3Mw==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU3NA==,1,65,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE2OTk4MDU3NQ==,1,65,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2Mg==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2MQ==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2Mw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2NA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2Ng==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2NQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU2Nw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU3Mg==,1,67,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3Mjk4MDU3Mw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2Mg==,1,63,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2MQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2Mw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2NA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2Ng==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2NQ==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU2Nw==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU3MA==,1,66,400,400,1.72,1.72
task_MTQxNDAwNDQ5NzE3MTk4MDU3MQ==,1,65,400,400,1.72,1.72
task_MTQzMzYwODYxMjgxMjkzMTM=,2,3448,500,250,1.72,0.86
task_MTUwNTM2NzIwMjAzNTIyMzI3MA==,1,420,300,300,1.72,1.72
task_MTY3NzU4MzIxMzMzNDg4OTMzOQ==,35,317,200,100,0.78,0.39
task_MzE3NzYwMDk0NDI0MzQyMzY2NA==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY2NQ==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3Mw==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3NA==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3Ng==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3NQ==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3Nw==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3OA==,1,64,400,400,1.72,1.72
task_MzE3NzYwMDk0NDI0MzQyMzY3OQ==,1,61,400,400,1.72,1.72
task_Mzg3NTE5NTM5MzgyMzE2ODA0MA==,1,120,300,300,1.72,1.72
task_Mzg4MDYwODI3NjMyNzkyNDY2Nw==,1,46,300,300,1.72,1.72
task_MzI5ODM5MjY2NzYwMzQ4OTAyMw==,1,59,300,300,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5MA==,1,46,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5Mg==,1,46,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5MQ==,1,47,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5Mw==,1,47,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5NA==,1,46,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5Ng==,1,50,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5NQ==,1,50,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5Nw==,1,50,400,400,1.72,1.72
task_MzIyNDAxNzk5NzAyNTg3NjM5OQ==,1,49,400,400,1.72,1.72
task_MzkwNjI2MTQ2NTgxODQzNDc5Mw==,2794,508,1600,100,3.04,0.19
task_MzM4NzgwNDQ2NzYwODYzMjM4NA==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM4Ng==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM4NQ==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM4Nw==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM4OA==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM4OQ==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM5MA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM5Mg==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM5MQ==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwODYzMjM5Mw==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM4NA==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM4Ng==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM4NQ==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM4Nw==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM4OA==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM4OQ==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM5MA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM5MQ==,1,33,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM5NA==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYwOTYzMjM5NQ==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQwNA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQwNQ==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQwOA==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQwOQ==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQxMA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQxMg==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQxMQ==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQxMw==,1,28,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQxNA==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMjYzMjQxNQ==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMTYzMjQwOA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMTYzMjQwOQ==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMTYzMjQxMA==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMTYzMjQxMQ==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxMTYzMjQxMw==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwMA==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwMg==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwMQ==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwMw==,1,34,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwNA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwNg==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwNQ==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQwNw==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQxMA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNDYzMjQxMQ==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwMA==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwMg==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwMQ==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwMw==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwNA==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwNg==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwNQ==,1,31,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQwNw==,1,35,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQxMg==,1,32,400,400,1.72,1.72
task_MzM4NzgwNDQ2NzYxNTYzMjQxMw==,1,32,400,400,1.72,1.72
task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,18955,111841,13600,100,65.63,0.482573529
task_MzQxOTc4OTE2MzIyNDMxNTA1Ng==,1,127,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA1Nw==,1,27,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA1OA==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA1OQ==,1,191,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA2MA==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA2Mg==,1,122,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA2MQ==,1,177,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA2Mw==,1,142,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNDMxNTA2NA==,1,36,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA1Ng==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA1Nw==,1,190,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA1OA==,1,193,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA1OQ==,1,111,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA2Mg==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA2MQ==,1,111,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA2Mw==,1,182,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNjMxNTA3MQ==,1,178,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAwOA==,1,112,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAwOQ==,1,151,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAxNg==,1,167,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAxNw==,1,157,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAxOA==,1,162,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAxOQ==,1,154,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAyMA==,1,56,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAyMg==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAyMQ==,1,151,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyNzMxNTAyMw==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAxMg==,1,154,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAxMw==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAxNg==,1,112,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAxNw==,1,161,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAxOA==,1,167,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAxOQ==,1,176,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAyMA==,1,167,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAyMg==,1,193,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAyMQ==,1,187,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyODMxNTAyMw==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAxNA==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAxNg==,1,163,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAxNQ==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAxNw==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAxOA==,1,83,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAxOQ==,1,186,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAyMA==,1,49,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAyMg==,1,154,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIyOTMxNTAyMw==,1,162,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAwOA==,1,81,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAwOQ==,1,192,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAxMA==,1,77,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAxMg==,1,142,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAxMQ==,1,177,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAxMw==,1,186,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAxNA==,1,168,400,400,1.72,1.72
task_MzQxOTc4OTE2MzIzMTMxNTAxNQ==,1,172,400,400,1.72,1.72
