Row Labels,Sum of inst_num,Sum of time,Sum of plan_cpu,Average of plan_cpu,Sum of plan_mem,Average of plan_mem
J15_14_30,1,2,50,50,0.2,0.2
J15_14_43,62,17,100,100,0.59,0.59
J15_2_10_14,1,471,50,50,0.2,0.2
J15_2_14,507,5001,800,88.88888889,4.72,0.524444444
J15_2_3_14,1,65,50,50,0.2,0.2
J15_2_3_4_8_14,1,133,50,50,0.39,0.39
J15_2_4_14,427,144,500,100,2.95,0.59
J15_2_4_5_14,123,32,100,100,0.59,0.59
J15_2_4_7_10_14,1,12,50,50,0.2,0.2
J15_2_4_8_14,1111,10,100,100,0.59,0.59
J15_2_5_14,1,94,50,50,0.2,0.2
J15_2_5_7_9_11_14,7,277,100,100,0.49,0.49
J15_2_5_7_9_14,13,13,100,100,0.79,0.79
J15_2_6_14,41,542,50,50,0.39,0.39
J15_2_7_9_11_12_14,1,19,50,50,0.2,0.2
J15_3_12_14,69,1054,50,50,0.2,0.2
J15_3_14,394,122,300,100,1.57,0.523333333
J15_3_4_14,450,295,150,75,0.98,0.49
J15_3_4_5_6_9_10_14,1,50,100,100,0.59,0.59
J15_3_6_11_12_14,1,518,50,50,0.2,0.2
J15_3_7_13_14,17,17,100,100,0.59,0.59
J15_3_8_14,1,489,50,50,0.2,0.2
J15_3_9_14,2,106,100,50,0.4,0.2
J15_4_14,25,7,100,100,0.59,0.59
J15_4_8_14,2,768,100,50,0.4,0.2
J15_4_8_9_14_46,13,11,100,100,0.79,0.79
J15_5_10_12_14,13,230,50,50,0.3,0.3
J15_5_13_14,57,26,100,100,0.59,0.59
J15_5_14,21,501,400,80,2.36,0.472
J15_5_6_7_13_14,4,26,100,100,0.59,0.59
J15_5_7_10_13_14,101,70,100,100,0.59,0.59
J15_5_7_14,5,55,100,100,0.59,0.59
J15_5_7_9_10_11_13_14,1,6,50,50,0.2,0.2
J15_5_8_10_11_14,181,161,50,50,0.39,0.39
J15_5_8_14,1,933,50,50,0.2,0.2
J15_6_13_14,5,5,100,100,0.49,0.49
J15_6_14,728,1795,500,83.33333333,2.84,0.473333333
J15_7_14,5,411,450,90,2.56,0.512
J15_7_8_9_11_12_13_14_19,1,242,50,50,0.49,0.49
J15_7_8_9_14,285,52,50,50,0.39,0.39
J15_8_13_14,649,31,100,100,0.59,0.59
J15_8_14,101,1312,450,90,2.56,0.512
J15_9_10_11_12_14,807,452,50,50,0.49,0.49
J15_9_13_14,3,79,50,50,0.3,0.3
J16_1,8,503,200,50,0.8,0.2
J16_1_15,651,612,650,92.85714286,3.83,0.547142857
J16_1_2,13,77,100,100,0.49,0.49
J16_1_2_14_15,52,33,400,100,2.36,0.59
J16_1_3_5_7_8_10_11_15,1,34,50,50,0.39,0.39
J16_1_7_15,1,45,100,100,0.49,0.49
J16_10_11_15,17,290,50,50,0.39,0.39
J16_10_15,3115,3024,850,106.25,2.93,0.36625
J16_11_12_13,5,6,200,66.66666667,0.89,0.296666667
J16_11_14_15,1006,407,300,50,1.39,0.231666667
J16_11_15,40,226,350,87.5,2.37,0.5925
J16_12_13_15,89,75,100,100,0.59,0.59
J16_12_14_15,5,82,250,50,1,0.2
J16_12_15,66,699,350,87.5,2.17,0.5425
J16_12_15_17,1,411,50,50,0.2,0.2
J16_13_14_15,569,213,150,75,0.98,0.49
J16_14_15,2404,2648,1650,68.75,9.45,0.39375
J16_14_15_18,3,27,100,100,0.59,0.59
J16_15_22,63,6,100,100,0.59,0.59
J16_15_25,252,290,400,100,2.36,0.59
J16_18_43,75,46,100,100,0.59,0.59
J16_2_11_13_15,1,42,50,50,0.2,0.2
J16_2_15,12,951,150,75,0.79,0.395
J16_2_3_15,10,221,150,75,0.84,0.42
J16_2_3_4_15,3,127,300,100,1.77,0.59
J16_2_3_4_5_6_7_8_15,855,511,50,50,0.39,0.39
J16_2_3_5_6_7_8_15,9,9,100,100,0.49,0.49
J16_2_3_5_9_15,3,509,50,50,0.39,0.39
J16_2_4_6_9_15,31,5,100,100,0.59,0.59
J16_2_4_8_12_15,2,62,100,50,0.4,0.2
J16_2_5_7_15,1,31,100,100,0.59,0.59
J16_3_10_13_15,1,2,50,50,0.2,0.2
J16_3_14_15,19,30,100,100,0.49,0.49
J16_3_15,28,15,150,75,0.79,0.395
J16_3_4_11_15,1,302,50,50,0.2,0.2
J16_3_4_7_14_15,515,42,100,100,0.59,0.59
J16_3_5_7_9_11_12_13_14_15,9,3,100,100,0.59,0.59
J16_3_6_7_13_15,231,13,100,100,0.49,0.49
J16_3_6_9_10_12_14_15,1,22,50,50,0.2,0.2
J16_4_14_15,1242,63,200,100,1.18,0.59
J16_4_15,41,16,100,100,0.59,0.59
J16_4_6_7_8_9_10_11_12_13_14_15,65,91,300,100,1.77,0.59
J16_4_8_15,1,633,50,50,0.2,0.2
J16_4_9_10_15,1,81,50,50,0.2,0.2
J16_5_10_15,1,143,50,50,0.2,0.2
J16_5_15,3,357,150,50,0.6,0.2
J16_5_9_15,3,3,100,100,0.49,0.49
J16_6_15,349,931,350,70,1.68,0.336
J16_6_7_8_15,1112,475,150,75,0.69,0.345
J16_6_8,1,455,50,50,0.3,0.3
J16_6_8_13_15_18,1,307,50,50,0.49,0.49
J16_7_15,1,26,100,100,0.59,0.59
J16_7_8_11_15,2222,340,200,100,1.18,0.59
J16_7_8_15,1,101,50,50,0.3,0.3
J16_7_9_10_15,1,68,100,100,0.59,0.59
J16_8_10_12_13_14_15,17,39,100,100,0.64,0.64
J16_8_11_14_15,10,187,200,100,1.28,0.64
J16_8_13_14_15,89,12,100,100,0.59,0.59
J16_9_15,248,898,100,50,0.59,0.295
J17_1_15_16,23,13,100,100,0.59,0.59
J17_1_16,5,593,150,50,0.99,0.33
J17_1_2,13,78,100,100,0.49,0.49
J17_1_2_3_4_6_8_10_12_13_14_15_16_18,332,482,100,50,0.78,0.39
J17_1_3_10_16,1,81,50,50,0.2,0.2
J17_1_3_5_16,742,103,200,100,0.98,0.49
J17_1_5_12_16,13,20,100,100,0.59,0.59
J17_10_11_12_16,42,1088,100,50,0.78,0.39
J17_10_12_15_16,25,396,50,50,0.59,0.59
J17_10_16,1000,563,100,50,0.4,0.2
J17_11_12_13,5,6,200,66.66666667,0.89,0.296666667
J17_11_12_15_16,2997,823,150,50,0.9,0.3
J17_11_14_16,5,639,150,50,0.6,0.2
J17_11_16,5,11791,100,100,0.79,0.79
J17_12_13_16,2,11,100,50,0.4,0.2
J17_12_14_16,5,14,100,100,0.59,0.59
J17_12_16,1,36,50,50,0.2,0.2
J17_13_16,1,61,100,100,0.59,0.59
J17_14_15_16,3,8,100,100,0.59,0.59
J17_14_16,254,33,200,100,1.18,0.59
J17_15_16,1674,1419,1150,82.14285714,6.31,0.450714286
J17_16_19,3,21,300,100,1.77,0.59
J17_16_26,1,22,50,50,0.2,0.2
J17_18_19,1,81,50,50,0.2,0.2
J17_2_13_14_15_16_25,661,31,100,100,0.54,0.54
J17_2_16,216,188,800,100,4.72,0.59
J17_2_3_16,136,1066,250,62.5,1.39,0.3475
J17_2_3_4_5_6_16,1,62,50,50,0.39,0.39
J17_2_4_6_8_10_12_14_15_16,396,22,200,100,1.18,0.59
J17_2_4_6_8_11_12_16,697,54,100,100,0.59,0.59
J17_2_4_6_8_11_16,29,19,100,100,0.49,0.49
J17_2_4_8_10_14_16,2,1448,100,50,0.4,0.2
J17_2_5_10_13_15_16,15,508,250,83.33333333,1.18,0.393333333
J17_2_5_8_15_16,1,484,50,50,0.3,0.3
J17_23_24,2,490,100,50,0.6,0.3
J17_3_14_15_16,1,14,50,50,0.2,0.2
J17_3_16,546,53,350,87.5,1.97,0.4925
J17_3_4_5_6_7_8_9_10_11_12_13_14_15_16,15,19,100,100,0.59,0.59
J17_3_4_5_6_7_8_9_10_11_12_13_15_16,3,176,50,50,0.39,0.39
J17_3_5_16,37,67,100,100,0.59,0.59
J17_3_5_6_11_12_16,3,100,50,50,0.2,0.2
J17_3_5_8_10_11_14_16,15,10,100,100,0.59,0.59
J17_3_6_9_14_15_16,22,32,200,100,0.98,0.49
J17_3_7_9_14_15_16_21_23_25,35,41,100,100,0.59,0.59
J17_4_16,108,726,400,100,2.36,0.59
J17_4_5_16,1,46,50,50,0.2,0.2
J17_4_7_10_15_16_19_22_24_26_28,1111,240,100,100,0.59,0.59
J17_4_8_12_16,2,1000,100,50,0.4,0.2
J17_5_15_16,1,36,100,100,0.59,0.59
J17_5_16,159,82,100,100,0.59,0.59
J17_5_7_8_9_14_16,5,373,50,50,0.39,0.39
J17_5_8_9_16,1105,708,150,50,1.17,0.39
J17_6_14_15_16,26,120,200,100,1.18,0.59
J17_6_14_16,2222,555,200,100,0.98,0.49
J17_6_7,331,343,50,50,0.3,0.3
J17_6_7_16,41,9,100,100,0.59,0.59
J17_7_10_13_16,5,3,100,100,0.49,0.49
J17_7_14_15_16_20,1,59,50,50,0.2,0.2
J17_7_15_16,1,727,50,50,0.2,0.2
J17_7_16,1,14,100,100,0.59,0.59
J17_7_8_9,1,315,50,50,0.2,0.2
J17_7_8_9_16,2,1906,100,50,0.4,0.2
J17_8_16,40,573,100,50,0.59,0.295
J17_8_16_24,7,261,50,50,0.49,0.49
J17_9_10_12_16,1,15,100,100,0.49,0.49
J17_9_16,1,468,50,50,0.2,0.2
J18_1_17,706,815,2150,97.72727273,12.19,0.554090909
J18_1_2,13,78,100,100,0.49,0.49
J18_1_2_17,27,198,50,50,0.39,0.39
J18_1_2_3_12_13_15_17,1,99,50,50,0.2,0.2
J18_1_3_5_15_17,99,18,100,100,0.59,0.59
J18_1_4_12_17,33,299,50,50,0.39,0.39
J18_10_11_17,1,12,50,50,0.39,0.39
J18_10_17,1066,577,1000,100,4.9,0.49
J18_11_12_13,6,328,250,62.5,1.19,0.2975
J18_11_13_15_17,2,653,100,50,0.4,0.2
J18_11_17,1,10,50,50,0.2,0.2
J18_12_13_16_17,6,16,100,100,0.59,0.59
J18_12_14_15_17,22,21,200,100,1.18,0.59
J18_12_17,1114,425,300,75,1.58,0.395
J18_13_16_17,35,235,50,50,0.39,0.39
J18_15_16_17,7923,13061,600,75,4.72,0.59
J18_15_17,29,72,100,100,0.59,0.59
J18_16_17,161,1009,400,80,2.55,0.51
J18_17_20,61,238,50,50,0.39,0.39
J18_17_30,1,2,50,50,0.2,0.2
J18_2_17,17,23,100,100,0.49,0.49
J18_2_3_17,73,798,150,50,1.17,0.39
J18_2_3_5_6_8_9_11_12_17,1,17,50,50,0.2,0.2
J18_2_3_8_9_10_17,385,8,100,100,0.59,0.59
J18_2_7_17,1,961,50,50,0.2,0.2
J18_3_17_20_26,2,33,100,100,0.59,0.59
J18_3_4_17,1111,50,100,100,0.49,0.49
J18_3_4_5_6_16_17,11,41,100,100,0.59,0.59
J18_3_5_17,1,59,50,50,0.2,0.2
J18_3_6_13_17,3,359,300,100,1.47,0.49
J18_3_6_9_16_17,7,12,100,100,0.79,0.79
J18_5_6_17,7,306,50,50,0.39,0.39
J18_6_7_17,4,637,100,50,0.5,0.25
J18_6_8_10_12_14_16_17,2337,996,500,100,2.95,0.59
J18_6_8_9_17,9,14,100,100,0.59,0.59
J18_7_9_13_15_17,41,5,100,100,0.59,0.59
J18_8_17,1,436,50,50,0.49,0.49
J18_9_11_12_13_15_17,33,47,300,100,1.77,0.59
J18_9_16_17,107,80,100,100,0.59,0.59
J18_9_17,3996,1250,200,50,1.56,0.39
J19_1_17_18,1,471,50,50,0.2,0.2
J19_1_18,398,934,400,66.66666667,2.45,0.408333333
J19_1_2,13,88,100,100,0.49,0.49
J19_1_2_18,1111,194,100,100,0.49,0.49
J19_1_2_3_4_5_6_14_15_16_17_18,142,87,100,100,0.69,0.69
J19_1_2_3_6_7_8_9_18,3,23,50,50,0.39,0.39
J19_1_6_18,2,89,200,100,0.98,0.49
J19_10_12_17_18,30,96,150,75,0.89,0.445
J19_10_13_18,33,15,100,100,0.59,0.59
J19_10_14_15_18,107,50,100,100,0.59,0.59
J19_10_18,807,360,350,70,1.78,0.356
J19_11_12_13,5,6,200,66.66666667,0.89,0.296666667
J19_11_12_16_18,2,860,100,50,0.6,0.3
J19_11_18,2,81,150,75,0.89,0.445
J19_12_15_16_17_18,5,309,100,100,0.59,0.59
J19_13_16_17_18,669,97,300,100,1.77,0.59
J19_14_18,7935,15270,600,75,4.72,0.59
J19_15_16_18,3,6,100,100,0.59,0.59
J19_15_18,1518,1587,600,100,3.54,0.59
J19_16_17_18,16,53,400,100,2.41,0.6025
J19_16_18,149,74,50,50,0.39,0.39
J19_17_18,328,776,350,87.5,2.02,0.505
J19_18,1,6,100,100,0.49,0.49
J19_18_22,5,284,250,50,1,0.2
J19_18_43,223,37,100,100,0.59,0.59
J19_2_18,17,29,100,100,0.49,0.49
J19_2_4_18,1,155,50,50,0.2,0.2
J19_2_4_5_8_18,3,515,50,50,0.39,0.39
J19_2_4_5_9_18,3,113,50,50,0.3,0.3
J19_2_4_6_8_10_12_14_16_17_18,3000,1992,600,100,2.94,0.49
J19_2_4_6_8_10_13_14_18,897,86,300,100,1.77,0.59
J19_2_5_7_12_18,142,35,200,100,1.08,0.54
J19_3_15_17_18,1223,164,500,100,2.95,0.59
J19_3_18,12,509,150,75,0.79,0.395
J19_3_5_12_18,7,12,100,100,0.59,0.59
J19_3_5_7_17_18,543,1095,50,50,0.49,0.49
J19_3_6_18,45,58,300,100,1.77,0.59
J19_3_6_9_11_12_18,3,256,50,50,0.3,0.3
J19_5_18,153,81,100,100,0.59,0.59
J19_5_8_9_18,42,56,200,100,1.18,0.59
J19_6_11_18,3,609,50,50,0.59,0.59
J19_6_7_18,3,526,50,50,0.3,0.3
J19_7_18,3996,1347,200,50,1.56,0.39
J19_8_11_14_17_18,742,154,200,100,1.18,0.59
J19_8_18,1,82,50,50,0.2,0.2
J19_9_11_13_15_18,1233,1753,50,50,0.59,0.59
J19_9_18,2222,379,200,100,1.18,0.59
J2_1,2985,50091,12200,84.72222222,68.39,0.474930556
J2_1_10,10,127,350,87.5,2.07,0.5175
J2_1_10_11,211,89,100,100,0.59,0.59
J2_1_12,18,22,600,100,3.54,0.59
J2_1_13,580,502,950,95,5.51,0.551
J2_1_14,119,13,100,100,0.59,0.59
J2_1_18,1,7,50,50,0.2,0.2
J2_1_26,9,178,300,100,1.77,0.59
J2_1_3,4552,3078,2000,80,12.01,0.4804
J2_1_32,6,55,200,100,1.18,0.59
J2_1_4,3633,1661,1900,76,11.89,0.4756
J2_1_5,164,868,500,62.5,2.76,0.345
J2_1_6,41,567,750,57.69230769,3.38,0.26
J2_1_7,13,2,100,100,0.59,0.59
J2_1_8,233,336,400,80,2.55,0.51
J2_1_9,56,30,200,100,1.18,0.59
J2_1_9_10,3,3,100,100,0.59,0.59
J2_1_9_11,36,717,400,100,2.36,0.59
J2_11_12,79,222,200,66.66666667,1.37,0.456666667
J2_3,8,24,200,100,1.18,0.59
J2_3_34,2,389,100,50,0.4,0.2
J2_3_4,9,1252,300,100,1.77,0.59
J2_4,6,11,100,100,0.59,0.59
J2_4_5,2223,163,250,83.33333333,1.38,0.46
J2_4_6_7,1,17,50,50,0.2,0.2
J2_4_7,139,200,50,50,0.39,0.39
J2_4_8,40,379,200,50,1.56,0.39
J2_5_6,7,9,100,100,0.59,0.59
J2_6_9,15,48,100,100,0.59,0.59
J2_7_16,2,172,150,75,0.79,0.395
J2_9,9,326,50,50,0.49,0.49
J2_9_15,1111,37,100,100,0.59,0.59
J20_1_11_14_17_19,27,97,150,50,1.17,0.39
J20_1_19,199,2361,300,60,1.77,0.354
J20_1_2,1,78,100,100,0.49,0.49
J20_1_4_6_7_10_13_14_17_18_19,23,25,100,100,0.59,0.59
J20_1_6_19,1,142,100,100,0.49,0.49
J20_10_11_12_18_19,18,338,500,100,2.95,0.59
J20_10_12_18_19,38,17,100,100,0.59,0.59
J20_10_13_16_19,2222,53,200,100,1.18,0.59
J20_11_12_13,5,6,200,66.66666667,0.89,0.296666667
J20_12_13_14_19,7,9,100,100,0.59,0.59
J20_14_15_19,21,145,250,83.33333333,1.57,0.523333333
J20_14_19,605,31,100,100,0.59,0.59
J20_15_17_18_19,20,25,150,75,0.89,0.445
J20_17_18_19,9,486,50,50,0.39,0.39
J20_18_19,28,483,250,62.5,1.38,0.345
J20_19,1000,66,50,50,0.2,0.2
J20_19_22,50,15,200,100,1.18,0.59
J20_19_23,1,5,50,50,0.2,0.2
J20_2_19,618,479,350,87.5,1.97,0.4925
J20_2_5_7_8_10_13_14_16_19,1,330,50,50,0.2,0.2
J20_2_7_19,1111,10,100,100,0.49,0.49
J20_2_8_9_15_16_19,18,7,200,100,0.98,0.49
J20_21_27,564,423,400,100,2.36,0.59
J20_3_4_7_8_19,157,71,100,100,0.49,0.49
J20_3_5_16_19,18,204,200,100,1.28,0.64
J20_3_5_7_19,1,80,50,50,0.2,0.2
J20_4_19,82,80,150,75,0.88,0.44
J20_5_19,3144,23023,300,75,1.96,0.49
J20_5_7_8_9_10_13_14_19,13,22,100,100,0.49,0.49
J20_6_19,3997,2103,200,50,1.56,0.39
J20_7_19,1,24,100,100,0.59,0.59
J20_8_11_14_16_17_19,13,15,100,100,0.59,0.59
J20_8_11_19,1,30,50,50,0.2,0.2
J20_8_19,2,462,100,50,0.6,0.3
J20_8_9_19,14,11,100,100,0.59,0.59
J20_9_10_19,1,22,100,100,0.59,0.59
J20_9_11_19,1013,506,100,100,0.59,0.59
J20_9_12_19,5001,931,600,100,3.54,0.59
J21_1_10_17_20,1,54,50,50,0.2,0.2
J21_1_12_15_18_20,25,101,200,66.66666667,1.19,0.396666667
J21_1_2,1,78,100,100,0.49,0.49
J21_1_2_3_5_6_7_8_10_11_12_13_15_16_17_18_20,1,468,50,50,0.2,0.2
J21_1_20,2,90,150,75,0.79,0.395
J21_1_3_5_20,97,16,100,100,0.59,0.59
J21_10_20,1,23,100,100,0.59,0.59
J21_11_12_13,5,6,200,66.66666667,0.89,0.296666667
J21_11_14_16_18_20,1,2,50,50,0.2,0.2
J21_12_13_20,14,127,150,75,0.98,0.49
J21_12_15_16_17_18_20,1,6,50,50,0.2,0.2
J21_12_20,989,48,100,100,0.59,0.59
J21_13_15_16_20,3,188,300,100,1.47,0.49
J21_13_17_19_20,3,10,50,50,0.2,0.2
J21_13_20,1,22,50,50,0.2,0.2
J21_15_16_17_20,33,12,100,100,0.59,0.59
J21_17_18_20,1,263,50,50,0.2,0.2
J21_18_20,1098,234,450,90,2.56,0.512
J21_19_20,63,1014,350,70,1.88,0.376
J21_2_4_10_14_16_20,2,1368,100,50,0.4,0.2
J21_2_4_6_8_10_12_20,32,83,200,100,1.18,0.59
J21_2_5_10_16_19_20,1,1555,50,50,0.2,0.2
J21_2_6_9_12_20,5598,14787,600,75,3.52,0.44
J21_20,1,4,100,100,0.49,0.49
J21_20_29_33,1,116,50,50,0.2,0.2
J21_3_20,1,21,100,100,0.59,0.59
J21_3_5_17,1,59,50,50,0.2,0.2
J21_3_5_8_20,10,89,250,62.5,1.19,0.2975
J21_3_6_8_10_12_14_20,1,404,50,50,0.2,0.2
J21_4_11_20,1,438,50,50,0.3,0.3
J21_4_20,2,661,100,50,0.59,0.295
J21_4_5_6_20,1017,609,100,100,0.49,0.49
J21_6_20,2977,1542,600,100,3.54,0.59
J21_8_20,1,23,100,100,0.59,0.59
J22_1_2,1,78,100,100,0.49,0.49
J22_11_12_13,5,6,200,66.66666667,0.89,0.296666667
J22_11_21,2,77,100,50,0.4,0.2
J22_12_20_21,1,937,50,50,0.3,0.3
J22_13_14_21,37,12,100,100,0.59,0.59
J22_13_15_17_21,1111,120,100,100,0.59,0.59
J22_13_21,1,16,100,100,0.59,0.59
J22_14_21,995,64,100,100,0.59,0.59
J22_15_18_19_20_21,5,11,100,100,0.59,0.59
J22_16_19_20_21,186,23,100,100,0.59,0.59
J22_17_20_21,7,11,100,100,0.59,0.59
J22_18_20_21,345,229,500,100,2.95,0.59
J22_18_21,5,29,50,50,0.3,0.3
J22_19_21,1000,314,50,50,0.69,0.69
J22_2_3_5_7_9_11_13_15_17_19_20_21,26,4933,100,50,1.58,0.79
J22_2_5_18_19_20_21,39,19,100,100,0.49,0.49
J22_2_8_9_15_21,101,26,100,100,0.59,0.59
J22_20_21,235,682,200,66.66666667,1.28,0.426666667
J22_21_24,21,16,100,100,0.59,0.59
J22_21_25,135,20,100,100,0.59,0.59
J22_23_28,3,2,100,100,0.59,0.59
J22_26_43,1111,53,100,100,0.59,0.59
J22_3_12_14_19_21,5,358,50,50,0.2,0.2
J22_3_4_6_7_8_11_12_13_15_21_26_32_33_35_36_37_39_,1,877,50,50,0.2,0.2
J22_3_6_7_9_10_12_13_15_16_18_21,3,625,50,50,0.59,0.59
J22_4_13_16_18_21,8,50,200,100,1.18,0.59
J22_4_5_21,6667,3294,600,100,2.94,0.49
J22_4_7_10_11_12_14_16_18_21,15,15,100,100,0.59,0.59
J22_4_8_10_13_16_20_21,105,11,100,100,0.59,0.59
J22_6_21,1,48,100,100,0.59,0.59
J22_6_7,305,298,50,50,0.3,0.3
J22_6_7_21,42,52,100,100,0.59,0.59
J22_9_10_11_21,4,97,150,75,0.79,0.395
J22_9_21,1,108,100,100,0.59,0.59
J23_1_2,1,78,100,100,0.49,0.49
J23_1_2_22,2,122,200,100,0.98,0.49
J23_1_22,1,31,50,50,0.2,0.2
J23_1_3_9_22,1,979,50,50,0.3,0.3
J23_10_11_12_16_17_18_20_22,206,348,200,100,1.18,0.59
J23_10_11_15_18_21_22,2222,1191,200,100,1.18,0.59
J23_12_14_16_22,2,645,100,50,0.78,0.39
J23_13_15_18_22,3,145,300,100,1.47,0.49
J23_13_17_22,1000,361,50,50,0.39,0.39
J23_16_17_22,175,45,50,50,0.3,0.3
J23_17_18_22,40,165,150,75,1.18,0.59
J23_18_19_20_21_22,1,561,50,50,0.3,0.3
J23_18_20_21_22,261,14,100,100,0.59,0.59
J23_2_22,306,1149,150,75,0.88,0.44
J23_2_6_13_21_22,439,65,100,100,0.59,0.59
J23_20_21_22,3,5,100,100,0.59,0.59
J23_21_22,240,1233,400,80,2.36,0.472
J23_22_25,161,27,100,100,0.59,0.59
J23_22_25_28,139,20,100,100,0.59,0.59
J23_3_26,7,112,350,70,1.78,0.356
J23_3_4_8_12_14_15_22,39,19,100,100,0.59,0.59
J23_3_6_9_10_11_14_21_22,3461,152,500,100,2.95,0.59
J23_5_20_21_22,33,361,50,50,0.3,0.3
J23_5_7_9_12_14_22,499,18,100,100,0.49,0.49
J23_6_22,1,7,50,50,0.2,0.2
J23_7_17_22,1,1110,50,50,0.2,0.2
J23_7_22,2,487,150,75,0.79,0.395
J23_7_8_22,4,97,150,75,0.89,0.445
J23_9_10_22,39,12,100,100,0.59,0.59
J24_1_2,1,78,100,100,0.49,0.49
J24_1_3_6_8_10_13_16_18_21_23,11,342,100,100,0.49,0.49
J24_11_23,1000,753,50,50,0.49,0.49
J24_12_14,29,56,100,100,0.59,0.59
J24_13_22_23,18,24,200,100,1.18,0.59
J24_14_17_20_23,2222,18,200,100,1.18,0.59
J24_16_23,7,622,700,100,3.43,0.49
J24_2_3_5_6_23,340,92,150,75,0.79,0.395
J24_20_23,287,3512,800,61.53846154,5.52,0.424615385
J24_21_22_23,6,7,200,100,1.18,0.59
J24_22_23,620,502,850,70.83333333,4.35,0.3625
J24_23_28,3,1,100,100,0.59,0.59
J24_3_6_15_23,47,13,100,100,0.49,0.49
J24_3_6_9_10_11_14_22_23,687,234,100,100,0.59,0.59
J24_4_5_10_23,1111,10,100,100,0.59,0.59
J24_4_5_7_8_9_10_11_13_14_15_16_17_18_19_20_22_23,34,4,200,100,1.18,0.59
J24_6_10_12_13_15_23,15,48,50,50,0.3,0.3
J24_6_23,1,1269,50,50,0.3,0.3
J24_7_23,16,2100,150,75,1.18,0.59
J24_9_13_23,1,571,50,50,0.3,0.3
J25_1_2,1,78,100,100,0.49,0.49
J25_1_2_24,25,13,100,100,0.49,0.49
J25_1_2_5_24,15,83,50,50,0.3,0.3
J25_10_24,1000,809,50,50,0.39,0.39
J25_11_12_13_15_17_19_21_23_24,1,12,50,50,0.2,0.2
J25_14_16_24,1,120,50,50,0.2,0.2
J25_14_24,20,401,450,75,2.17,0.361666667
J25_16_18_24,401,3974,800,61.53846154,6.77,0.520769231
J25_2_24,65,2250,50,50,0.39,0.39
J25_2_3_6_7_12_20_24,183,31,100,100,0.59,0.59
J25_21_24,1,1,50,50,0.2,0.2
J25_23_24,637,1398,800,88.88888889,4.72,0.524444444
J25_3_6_7_8_10_13_16_17_18_20_21_22_23_24,278,79,100,100,0.59,0.59
J25_3_8_11_16_19_24,3,1572,150,50,0.89,0.296666667
J25_5_24,1,1312,50,50,0.3,0.3
J25_6_7_8_10_13_16_17_18_20_21_22_23_24,278,50,100,100,0.59,0.59
J25_7_16_24,2,251,150,75,0.79,0.395
J26_1_2_4_6_8_10_12_14_22_25,288,415,400,100,2.36,0.59
J26_10_11_12_13_14_15_16_17_18_19_20_21_22_25,553,892,100,100,0.59,0.59
J26_10_13_25,3,1623,150,50,0.6,0.2
J26_11_13_25,695,4408,800,61.53846154,5.92,0.455384615
J26_11_25,1,128,50,50,0.2,0.2
J26_15_25,2,51,100,50,0.4,0.2
J26_17_22_25,6,561,100,50,0.78,0.39
J26_2_12_18_21_23_25,5,883,250,50,1,0.2
J26_2_15_16,7,10,100,100,0.49,0.49
J26_2_4_9_15_18_24_25,11,7,100,100,0.59,0.59
J26_21_25,1,26,50,50,0.2,0.2
J26_23_24_25,5,1,200,66.66666667,0.89,0.296666667
J26_24_25,246,902,600,85.71428571,3.93,0.561428571
J26_24_25_46,3,5,100,100,0.59,0.59
J26_3_4_25_28_30,86,25,200,100,1.18,0.59
J26_5_14,53,61,100,100,0.59,0.59
J26_8_18_25,1,12,50,50,0.2,0.2
J26_8_9_25,1000,1247,50,50,0.49,0.49
J27_1_2_3_4_5_6_7_8_26,609,440,100,100,0.49,0.49
J27_1_2_4_5_6_26,1000,1295,50,50,0.39,0.39
J27_1_3_4_18_26,1,1358,50,50,0.2,0.2
J27_10_13_26,2,216,100,50,0.4,0.2
J27_18_20_22_24_26,330,405,100,50,0.78,0.39
J27_2_4_6_21_24_25_26,1041,410,500,100,2.95,0.59
J27_21_22_26,544,427,400,100,2.36,0.59
J27_21_25_26,1,22,50,50,0.2,0.2
J27_22_23_26,1,285,50,50,0.2,0.2
J27_25_26,9,99,100,100,0.59,0.59
J27_26_43,1111,74,100,100,0.59,0.59
J27_3_6_11_16_17_19_24_26,5,624,250,50,1,0.2
J27_32_34,2,399,100,50,0.4,0.2
J27_5_26,1,12,50,50,0.2,0.2
J27_6_8_26,769,4914,800,61.53846154,7.07,0.543846154
J27_7_26,1,664,50,50,0.2,0.2
J28_11_17_26_27,46,20,200,100,1.18,0.59
J28_17_19_20_27,73,32,50,50,0.3,0.3
J28_17_27,446,569,100,50,0.78,0.39
J28_18_27,1,22,50,50,0.2,0.2
J28_21_27,24,232,200,100,1.18,0.59
J28_25_26_27,6,7,200,100,1.18,0.59
J28_25_27,40,2500,150,75,1.08,0.54
J28_26_27,8,651,250,62.5,1.57,0.3925
J28_27_30_31_33_38,2,408,100,50,0.4,0.2
J28_3_11_12_14_15_16_17_18_19_20_21_23_24_25_26_27,119,444,50,50,0.2,0.2
J28_3_34,7,28,350,70,1.78,0.356
J28_3_6_11_17_20_26_27,1738,1776,200,100,1.18,0.59
J28_4_27,779,5657,800,61.53846154,5.19,0.399230769
J28_7_27,1,26,100,100,0.59,0.59
J28_7_8_9_14_15_16_17_18_19_20_21_22_23_24_27,382,200,200,100,1.18,0.59
J29_1_28,67,472,50,50,0.3,0.3
J29_14_28,3,42,50,50,0.3,0.3
